,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
122838,76705.0,-0.426726062417504,0.662285694537282,1.07651202050926,0.0459051542925652,-0.276862059705152,0.303262960948585,-0.86653645588561,-2.40543009814955,0.385036248388107,-1.45241987965318,-1.27417993343579,-0.196250978923154,-2.36544791006476,0.565310957666631,-1.20036481883147,0.244498206287044,-0.173206125093659,-0.767681474372439,-2.3652156960364,0.160310209061927,-1.32363000125383,0.26137052759724,-0.0909698411995317,0.0202574587139672,1.02544995963483,-0.528337381771806,0.0707225708654164,0.226897438722229,10.0,0
88944,62356.0,1.23800303226492,0.254755222322318,0.175641089689569,0.504147525238134,-0.202772600825915,-0.571583152597793,-0.0643136426444367,-0.0017028760360455,-0.115114896474349,-0.0956672389197271,1.23357730854155,0.500451791966265,-0.3888828494164,0.0059871158041572,0.48236955430736,0.79981588104577,-0.343790694423683,0.377148640527837,0.221176994792018,-0.0981799393710578,-0.265104575839184,-0.826710634399278,0.0834028002635183,-0.058638026177906,0.210924553340897,0.0997138347985256,-0.0310251512028086,0.0158568572092663,0.99,0
280389,169500.0,-0.636645481319725,0.0623449353092214,1.99554801352935,-1.16386560437253,-0.685714476936004,-0.279845786783894,0.313490983227615,-0.0311922563475449,-1.28557607693773,-0.11536214498624,-1.10878059081106,-0.294400655155127,0.599326179354937,-0.328155452257674,0.369388589937232,-1.31737624021133,-0.0949138893512308,1.07247119659787,-0.273270448478838,-0.205748056944468,-0.578838152326774,-1.31861910705882,0.0495133851563306,-0.0698442058101475,0.0209602674427991,0.438778135478308,0.0044051383744227,0.0723688328538164,72.48,0
25284,33541.0,1.36468966728579,-0.40213962685632,0.690468467082493,-0.538169956275842,-1.3078105955764,-1.40265787066062,-0.447191778191654,-0.271225579560272,-0.890904349985617,0.615203481514459,0.320323669420234,-0.294597515060814,0.243309210761354,-0.11239380106839,0.722486629631791,1.01071140419687,0.422280835570256,-1.76229300223079,0.398153577067337,0.0718553459055283,-0.0063517239616993,-0.139867649212236,0.14832948902892,0.906542819245811,0.244082689595662,-0.452784689990374,0.0055464244841221,0.0264109607283986,14.95,0
274518,166061.0,-0.489116800835945,0.381683992621771,-0.928144066201157,-2.08014090144681,0.134130237252675,-0.41602121561427,0.329246992345311,0.0183740395752062,-1.25366664646711,0.260242813886263,-1.51461651433072,-0.747490130724564,1.01429903369423,-0.0949330101976863,-0.0851224153044119,1.24165456852338,-0.172909146042226,-0.956404687725023,0.541334201161614,-0.185673152198437,0.501114152537482,1.29144013328767,-0.136304941420646,0.106955705733597,0.124881311578455,-0.0242021906933698,-0.439097499241475,-0.0381331807352201,60.0,0
125408,77660.0,-1.90263081877911,-0.426261064362538,0.879491883077035,1.21207757228587,0.694106919360397,-0.571009718662288,0.840352640366276,-0.252261513005496,-0.358151999291046,0.11986566788718,-0.198906981268268,0.0243486549358145,0.270413536192456,0.155125854696813,1.40829270085899,-0.530960705625807,-0.0113583658331441,-0.366983113009667,0.216650174191554,-0.570409010470567,0.0220265532172532,0.752722904864512,0.882478962172874,0.0922627338950079,-0.061103645018149,-0.292575920103426,-0.106801851565114,0.398440788503072,79.64,0
133281,80317.0,-0.0261345010651107,-3.35225092194998,-0.483470518950732,-1.61986367226512,-1.95749995272262,0.0960008744442845,-0.0745558108818915,0.0145097386615758,0.523145066410916,-0.503843827604844,0.818519254124588,0.403653617979271,-1.05942496475109,0.46440988028239,0.780255552297052,-2.01266166049908,0.30798227772536,1.68433718170176,-0.0619722753933307,0.845544788020415,0.0813666079774195,-0.728887215992172,-0.623866810259443,-0.280886667042939,0.0654158235562932,-0.0354982978169338,-0.0803492614408926,0.125342973819975,713.19,0
249566,154470.0,2.27303059553835,-1.38899703560973,-1.01696136010456,-1.65723968343807,-1.14029697723184,-0.499959410532892,-1.12319033251788,-0.104469815965929,-1.43120235586428,1.75109871261851,0.387970408013401,-0.330965801215771,0.0969047580855412,-0.152455208678016,-0.821553720729293,-0.37948990604757,0.219442507399613,0.397919058811818,0.219458442002496,-0.448992217396503,-0.137500959768004,0.0955570928257709,0.183567935554119,-0.44496467988612,-0.175283373143088,-0.152374539999141,0.0060667685524774,-0.0662148084335654,15.0,0
59750,48984.0,-0.445505572066027,1.1068620954208,1.80224891216161,0.0866532582242794,-0.280956073883759,-1.19249501248199,0.747086600168424,-0.130090664178835,-0.510963416977574,-0.326669364817682,0.166928433708277,0.406247773694925,0.463456967065905,0.0691398109126862,0.751139389081243,0.0180132701056203,-0.229440347779664,-0.591594714924678,-0.190035689758125,0.10861162667313,-0.188207755008027,-0.453228293279485,0.032635719115568,0.91330205982165,-0.248243222142522,0.0364963135991941,0.270185076803132,0.127346171432308,0.89,0
263224,160848.0,-0.429237327102448,0.0952521565679726,0.230329740189116,-2.93583210999195,-0.550651778332343,-1.35157942205858,0.0490487581509192,-0.0018708955427515,-2.79020685116493,0.443258469936522,-1.0741528029163,-0.499600405046677,1.58237645976302,-0.166499882501,-0.749602556580445,-0.384730902345502,0.220435581602784,0.0273991471981875,-1.00268101600372,-0.455055537911748,0.210202355176134,0.909445795811563,-0.284352432317126,0.0910884031651273,0.114769645467502,-0.0606215430271351,0.0014717075820132,0.0710925098904095,10.0,0
172439,121100.0,-0.022203238741075,0.984424765950382,-0.869131693938123,-1.22351644439318,1.20472753884166,-1.2566458697373,1.54183795350376,-0.273427812640951,-0.455792573568189,-0.270955898534319,0.240160496029512,-0.188620612339505,-1.48664205230947,1.13219432776118,-0.722813494380002,-0.30204468267816,-0.723692835567583,0.382275455327982,0.309352319912636,-0.139786688982364,0.256387832160502,0.871550615474607,-0.304075275778784,-0.384298129217187,-0.328902545316696,0.0968635708088421,0.384689306698471,0.251776004327208,0.75,0
58601,48465.0,-1.12609014021295,0.945576294479152,-0.57200383317006,-1.16561215085747,2.2770573152719,3.29070675151363,0.336601099657257,1.24501332675552,-1.06099511220484,-0.614793415924017,-0.373800487699753,-0.230826568603454,-0.0850713780492133,0.762744897086381,0.816680212352439,0.322328297968225,-0.557369192557542,0.210733750882542,0.458036184321899,0.319341527065052,-0.016459227602313,-0.392729448647674,-0.166025614066361,1.02415137287065,0.75312767501921,0.432690482862472,0.0835676286310233,0.0414904480560546,77.0,0
179705,124206.0,-2.10533535608202,-3.37310615402719,-0.931461816324181,-0.335335565477436,3.13102755601486,-3.19136230121706,-1.29911581908137,-0.199147081625101,-0.774424908389844,1.1679301291463,0.0794646025963821,-0.0159458431103229,-1.32814616295398,0.752248998646031,-1.71446130092155,-1.86572483967307,-0.161932090882695,1.29536370239966,-0.504155542462765,-0.880798229279753,-0.109627215971142,0.206654542495813,0.206985896567683,0.122901431504884,-1.84691631408386,0.23133061736227,0.340636215122925,0.481849169993806,56.0,0
205888,135955.0,-0.0963661175783797,0.30059476434194,-0.551751648088769,-1.69197773844305,0.883154902128364,-0.998975493625685,1.47177727455296,-0.34380526989699,0.0388536927127325,-1.13191172462219,-0.969712941245062,0.138882118817803,-0.116639990875198,0.314060580231296,-0.497982728730815,-0.906998757733718,-0.0035983165422224,-0.721530576117409,0.466549969842223,0.065802816507778,0.111985401574057,0.308126189439524,-0.0597413838282819,0.756830728538787,0.16907528604535,0.698775132378251,-0.071282024638402,0.0306853615111461,77.39,0
16893,28271.0,1.14799862344512,-0.189153516127683,0.65065014100671,0.607757124786685,-0.732195807627228,-0.408499881654259,-0.242594306789055,0.0240926259747665,0.76610410093895,-0.338734345263254,-0.318323972153093,0.416691277612197,-0.641384914040386,-0.0516199544452154,-0.0557155010096106,-0.755783502349973,0.562446383016952,-1.10578472564965,-0.162582315402706,-0.157391050750182,-0.0460032209241379,0.098185008346447,-0.0158948626286491,0.463733799772258,0.400098614100022,0.681276820968801,-0.0222491444189539,0.0079707062412553,20.0,0
226534,144671.0,1.96540413053985,-0.155352918215578,-1.84506783041612,0.845287714375768,0.801886344596486,0.261131114814956,0.0956877301916787,0.0276834378232763,0.214593336252604,0.502471322623163,-0.20695956740848,-0.140463364159794,-1.05228820673386,0.879356124683613,0.130173215200616,0.492828560320784,-1.14506715737733,0.932674999692006,-0.0033860068331465,-0.175800259426317,0.257606056816189,0.644843502902714,-0.134640508509165,-0.381136606832914,0.372095218136672,-0.412271795025555,-0.0216603523824761,-0.0595822781381703,54.28,0
72184,54603.0,0.421649312368376,-1.29011844921073,-1.06575463634965,1.16578965938582,0.36451115929059,1.05258496323842,0.591320586845468,0.123230499174949,0.062391630228561,-0.043004516254668,-0.492379937370822,-0.188282848499886,-1.2095541861357,0.740645592738047,-0.127975463531798,0.153662658238036,-0.622485115786127,0.428904139719498,0.321344528388671,0.68049140167665,0.182451501134711,-0.374973816620351,-0.716216833961854,-1.69644341485812,0.759204984074106,-0.184310859184597,-0.0727327497668811,0.0567124880890017,445.0,0
23748,32897.0,-0.383203816033726,0.858247420635209,1.69223289743434,-0.103150038638147,0.26032695007404,-0.429135904103903,0.776543456872923,-0.122871542290043,-0.193000793760799,-0.129043365148146,-0.150027474220117,-0.248141724091895,-0.384147421248975,0.0369185379404633,1.17177850275839,-0.161006656626482,-0.196230491832795,-0.78325367109494,-0.337916451323821,0.118828688627293,-0.254174511829948,-0.485995760590174,-0.0234487971525712,0.0449133317507999,-0.305057577227171,0.0737182701310115,0.115050029079061,-0.105667160546506,1.98,0
130464,79359.0,-0.212312360950093,-0.183709871784576,1.234086972865,-2.37747109254329,-1.28163825612685,-0.544314271778185,0.0432387968095887,-0.0124578997790974,-0.0179521489828519,-0.411687066555933,-0.491162273420869,-0.902694341168191,-1.51361400522167,0.415832618133265,2.291045982524,-2.36215312162456,0.641144688476491,1.18024965266723,0.432301517678422,-0.50943957182094,-0.416331983642164,-0.730723419465662,0.199702378831315,0.0004620776321311,-0.924774776073405,-0.231864918862452,0.0925134312442295,0.14608508779888,64.59,0
281509,170227.0,1.52663601830146,-0.865702083572275,-0.893087499085646,1.84022388099876,-0.493284423008439,-0.322623926058392,0.1957899673662,-0.104439751856518,1.22261866854214,-0.0881328361294101,-1.55416281377294,0.308131674509787,-1.12463738452357,-0.0158772201780775,-1.58790612627245,-0.834487881444253,0.278930445562713,-0.84061699163177,0.160863258868732,0.0703670728879682,-0.210756348179712,-0.732285889845465,0.0603145668417782,-0.0582854126662011,-0.0651570943418297,-0.836402556361483,-0.0042056127995939,-0.007933660850956,224.0,0
274,194.0,-0.773295861622834,-0.190661402386917,2.40494626076765,-1.79988075414783,-0.396516457943764,0.199217657669888,0.257805624374725,-0.341961661770583,-0.0697277302262612,1.18136747122766,1.46525144315635,-0.105116481076934,-0.232535810945632,-1.39711897869781,-1.21718188021664,0.568078153640152,0.0365881826167954,-1.27257087233288,-0.0902117416076871,0.436142396797157,0.235139826433439,1.447800396277,-0.320606648031116,0.271029137914952,-0.0682992709357898,-0.266823197743011,-0.12705897602667,-0.392033031697852,32.77,0
220743,142287.0,2.13328007385643,-1.01820114403506,-0.25138008424295,-0.904820931682295,-1.34821203707079,-0.602461983457738,-1.2332460528032,0.030861119164369,-0.0639936642391798,0.959022216536357,0.961909992769165,-0.0626127857127481,-0.259683397982984,-0.184496553629236,-0.0844313733267244,1.56501050648087,-0.211542567573495,-0.438196872066937,0.537967019879833,-0.0682295468904449,0.443190269001419,1.30153324974707,0.150499695070928,0.102502776285306,-0.256186998963633,-0.0885919162061529,0.0117838800109744,-0.0567385771181414,0.0,0
94624,64959.0,1.25813351014568,0.33181203573848,0.299876662606023,0.696147298409043,-0.40300860392145,-1.08236359557415,0.0608253225191366,-0.183060397877921,0.0872780295042126,-0.271555068801284,-0.127528424506962,0.0429778904869159,-0.13535583067213,-0.215889832548774,1.1334088182584,0.495264764209928,0.0153960296770167,-0.255180352705805,-0.195689873530131,-0.106126230366922,-0.292408319659731,-0.858875705316592,0.134675060140468,0.335428592104348,0.204257765517417,0.0957296696892825,-0.0252257859404131,0.0298585146183386,0.69,0
144166,85906.0,-1.26761569731395,0.800305716603784,1.58770754679807,0.0133017715630593,-0.539447918641053,-0.586849440430292,0.555264684618231,0.460691731560014,-1.10773553233284,-0.754582522651033,1.2816652597411,0.613464865120853,-0.341760838800161,0.793081365096724,0.204048558884505,0.470112099663747,-0.33929138942162,0.216256749575086,0.3193056090601,0.128192571828624,-0.0310538187819986,-0.580158085746133,0.123272037991957,0.503958663764079,0.110602179052483,0.0962877122912053,-0.151922413718037,-0.0237040432780765,97.98,0
104873,69266.0,-0.390745568361424,0.989555169283202,0.510056216774008,0.785159361598226,-0.0147810292873886,0.16756769372151,0.23738839589923,0.592910300236052,-0.854763171545337,-0.250920557454994,0.874424406140376,0.394038436787581,-0.583637317285511,0.960419147692166,0.627328426144051,-0.112271790069534,-0.0981159263675653,0.363929482668494,0.393815843084461,-0.120015435214781,0.242970871402182,0.53279830355844,0.0034047614454553,-0.319173133690375,-0.201630996203057,-0.294195356497009,-0.0467839261853965,-0.0341725875625689,41.3,0
2768,2309.0,1.12275823273079,-0.0637384211234137,0.925683930199248,1.5561804600478,-0.587771343971616,0.271489719133271,-0.41959760743319,0.200907163537586,0.944221038798359,-0.240029540063297,-0.934941731370332,0.409538786481483,-0.697600075915435,-0.296361312959805,-0.650934022170458,-0.797387529106616,0.466722529281046,-0.829974329174388,-0.251551408229022,-0.235170879145797,-0.0921042701838643,0.0901313327098631,-0.0627972147313228,0.096614479502866,0.598593557503571,-0.256308510142779,0.0703650084293903,0.0212485254950761,6.0,0
221286,142509.0,-0.133630774801222,-0.799749008806143,-0.673568965421432,-1.28877373219414,-1.7710291951,0.955741103819082,1.76969745700979,-0.30825440249838,-0.690018979964636,0.134649120693658,-0.195347719692893,-0.59387713432937,-0.693719451394203,-0.420138279889351,-2.17303836604563,0.413447762343057,0.407380376674102,-0.624467625974885,1.52692144031961,0.028256459743864,0.567871031559088,1.94576548669191,-0.0772796267702301,-0.439680711919002,-0.112745918895878,0.252844362248643,0.189284502433749,-0.0460153914724166,450.0,0
227863,145258.0,1.75692393193661,-0.523307416136689,-0.868035852738651,1.5434271103173,-0.16165267895141,0.139892923053444,-0.0968470013323709,0.106379139018091,1.02481079822907,0.146200544315509,-0.178328225269225,0.798350484502122,-1.33409796726687,0.163377702132495,-2.26316025174597,-0.551872595973348,-0.0859839598526489,-0.245056986367367,0.61663594745471,-0.181830632932281,-0.260953810451907,-0.625008617410453,0.123315323419944,-0.451590002503161,-0.0092643408810508,-0.819147391359888,0.0149733132134106,-0.0443331176871824,94.5,0
276412,167075.0,2.06130166855487,-0.216536786642403,-1.53065517914274,0.13269052851474,0.362537324950141,-0.158956285473313,-0.126542944575172,-0.0034803428813565,0.38574891342332,0.385413833716127,0.229724760651077,0.042764144741876,-0.958620424760645,0.746432011629915,0.197724669164766,0.594621362845006,-0.993430194522074,0.638286321442031,0.225833047712296,-0.214035178102498,0.136482023733244,0.365627593963918,0.0639858512368371,0.101729942531485,0.0156566432879156,0.374436691120083,-0.0767622837713261,-0.0715807141799516,10.14,0
224398,143775.0,-0.639062810634758,1.03666532033908,1.28428558048531,-0.0667200612727592,0.504950310364001,-0.694094565236357,0.97952288954547,-0.227674316578544,-0.690295914858002,-0.504336833306133,-0.67589241320981,0.0591683059641137,0.277085958058753,0.167375568320996,0.464424539318335,-0.669173981163498,0.170061547037024,-0.70109556866995,1.22048640461212,0.0784118405393256,-0.251516627978248,-0.715872398149115,-0.275143398922541,0.0127993267647034,0.331422979706497,0.490783850600146,-0.14906150571884,0.0676174848148751,1.98,0
66400,52033.0,1.39936848315642,-0.448282626582393,0.473119756407085,-0.866312779314734,-0.872997983661437,-0.536184062651654,-0.644839444727428,-0.0430615401893614,-1.05538702982755,0.774250105364598,1.27533906971257,0.19308941091428,0.440192853975596,-0.0345851282714262,0.105535166531673,1.51326615098188,-0.168242948652347,-1.0152997812026,1.02122547579651,0.0947516856162559,-0.0657462677532848,-0.31684028693255,0.0843224215898247,-0.0158916631654927,0.255257419554218,-0.478432096186145,0.0090557560141581,0.0086214943263218,2.39,0
162418,115098.0,-1.75195359189296,-0.518903256276271,-0.203591998071168,-0.125155546435141,1.06526968995133,-1.7828627673519,0.371118784159612,0.153090356492012,-0.154144079217294,-0.476289633996753,-0.9064249269097,0.73489082747354,0.948251025206766,0.196729366301916,-0.415925835553768,0.0484841770414614,-0.334048454401423,-0.763475274561841,0.0432249087846083,-0.341055491044845,-0.304651187349811,-0.381877933997134,1.50540398438346,0.0328808564593367,-0.100786785391841,0.185016990195041,0.20330833402495,-0.129180413450407,11.99,0
273857,165729.0,2.02994060254223,-0.156677382813,-1.20501228227126,0.21596273602494,0.0798021253788421,-0.610225218576787,0.0361208432475083,-0.117434860742414,0.364589854874716,0.244634278978448,0.62366484067395,0.818627400804178,-0.360660286586884,0.536381785582552,-0.543127563680471,0.154863468452256,-0.588196345003278,-0.298311300939332,0.498926218952509,-0.2281821773599,-0.257894907370737,-0.662211944794245,0.293171626383724,-0.431608828429576,-0.310817860567382,0.206587353172185,-0.0749560310555505,-0.0746488367630392,4.49,0
31503,36393.0,0.561472962022111,-2.64947775477894,-0.478389299713841,-0.773974063527831,-1.97850117906372,-0.909668281257462,-0.124957509008519,-0.352645636524758,-1.62755571576687,1.20323731995562,-0.989591759333341,-1.61503885468758,-1.20818867475546,0.0785421949537545,-0.146576900289196,-0.838403019003955,0.982865695169297,-0.020616236535986,-0.0955377673578561,0.56373902520224,0.0751939663390624,-0.480412091814417,-0.508227834199061,0.370515575743112,0.439647506319831,-0.111370481608297,-0.0889170199338464,0.0929297707119088,515.06,0
273142,165443.0,2.04418854036484,0.197736525152443,-1.68145320556759,0.425995125097009,0.491589558908392,-0.865845374175839,0.287938012233489,-0.310833453281764,0.308178614885917,-0.420573955551168,-0.333713411463989,0.796541247944731,1.26195878205886,-1.07794590648256,0.0730185980736146,0.252605039375883,0.417167558940482,-0.462502687900948,0.0276351714544501,-0.0490777004209146,-0.339450381154689,-0.848366513586204,0.315999946001388,0.601734955370754,-0.227422912672046,0.163987390047822,-0.0576827342338247,-0.0248915814571999,16.99,0
259593,159189.0,-0.989851934895276,-0.167071476383172,-0.567870948112462,-3.88938032387358,2.39169055128907,3.169142839173,-0.29554382768001,1.17550644370394,1.20245411060395,-1.79144289262615,-0.143978877268522,0.536936718324789,-0.246450260417607,0.194495546502912,0.863161548883273,-0.236808509000015,-0.61865558932984,-0.248420427499095,0.0358772973255457,-0.210065095677925,-0.154958047832226,-0.384089326468154,0.319424873327037,0.673667222713926,-0.454759595448368,-0.708276037388909,-0.194964087069782,-0.155716890203261,6.81,0
214712,139788.0,-0.505521911532419,1.25681667332048,-1.88246838414548,-0.479967842768339,0.790070467998048,-0.153147591501917,0.0612964872444412,0.850099321924694,-0.411515741758083,-1.10642798402131,-0.253359311639735,-0.130034736553599,-0.685476557363215,0.0823857290051601,0.140774344281918,0.868498673374434,0.146513463509428,1.75986197146909,0.526030606545919,-0.346229323074006,0.363590216609145,0.776055625310016,-0.122594479248449,-0.441263187133448,-0.21444282068432,-0.145533056805369,-0.249937027623861,-0.0940555874067387,11.9,0
11633,19913.0,1.42065195256351,-0.544512861073195,0.313475856826566,-0.554210847154919,-0.63256732088105,0.0007773981814055,-0.817604015889947,-0.0094299209671668,0.745376544337055,0.313510882822768,1.19491033167916,-2.79630621087126,1.04153042442549,1.25273584434164,-1.79115164447806,1.01637285616324,0.901331761812633,-0.646736986272428,1.3430773524279,-0.0149378782826719,-0.185494493336889,-0.248480700419228,-0.123414205962837,-0.550516450847335,0.592471013883275,-0.246007348077357,-0.0213451190458989,-0.0141270857555634,5.0,0
58099,48233.0,1.02972003902769,-0.738762607944061,1.03532916814304,0.0769487596300314,-0.983141814611111,0.83969661097379,-1.02170010038361,0.593971390236062,1.25673401399606,-0.321547738224655,0.994437369519483,0.308685111358246,-2.27287897917587,0.127579266047309,-0.260297910710686,-0.411478868323083,0.579133917963029,-0.783687906053641,0.037227149059529,-0.214323100505266,-0.134914441575065,-0.25638445103796,0.131148237128791,-0.256987863094863,-0.122716993599359,0.988366673457108,-0.0231430887739592,-0.0026173125903272,34.35,0
12144,21151.0,0.898614274555906,0.0338961928217827,-0.0832970050956021,1.25632616930286,0.554091347766426,0.702342332742405,0.155668231625311,0.196359735713541,1.16075853070591,-0.518258784764837,1.60634195106108,-2.52549252463935,0.16604677391442,2.42801187132929,1.16978778849113,-1.53234065001431,1.82223449304873,-1.96337314823919,-2.14918476797647,-0.252496771398726,0.0315107779491862,0.278743282855173,-0.0273367871876948,-0.708803342555397,0.393031704787292,-0.231544652581981,0.0116329946469164,0.0055791010722317,89.99,0
171476,120651.0,2.0358963887333,-0.829677362079757,-2.63961940850193,-0.508673280395773,0.175634810139363,-1.20491443687404,0.502245721434023,-0.450501107131539,-1.17016989464321,1.2019201526113,0.124874274695928,-0.452159981190696,-1.52467591170371,1.19758124186497,-0.832380872899594,-1.95328297729515,-0.0537503233316976,1.34059659311255,-0.321694921813266,-0.518453277984913,-0.0292019998114101,0.234214402960367,-0.216172564549992,-0.428710700292999,0.42261685693384,1.02434678186317,-0.152021017173085,-0.0924472460352662,110.0,0
173965,121711.0,1.90033407882282,-0.214975860390443,-0.588434397468283,1.2684256538382,0.133881283375591,0.705021395831592,-0.36993013070611,0.229639545169761,0.862393109788069,0.12591691587384,0.134258138197175,1.50828958568146,0.252880648473018,-0.193104561776447,-1.84430853315077,-0.161261301544321,-0.44220456048963,-0.361983396628514,0.590030415152663,-0.193809786564906,-0.487702789820638,-1.17347465912571,0.402170597572976,0.192831332794465,-0.278977677640849,-1.13096646312778,0.0494880731118653,-0.0351006494478141,18.9,0
71114,54163.0,0.985165554619136,-0.157070757658583,-0.0002395525616806,1.3646093567425,-0.40091068904697,-0.864135163633783,0.42439026993488,-0.221465340772154,0.248360436474652,-0.0944667480232364,-0.789781733323266,-0.17328302393526,-1.07522539707009,0.475897856833371,0.151787265193253,-0.355488155754534,-0.0380638639962639,-0.284630566789719,-0.111707501598968,0.0444701409352419,0.0356494041147703,-0.0808224264621045,-0.255543416093997,0.395892675111978,0.764275763900425,-0.288069646009066,-0.0209366486643707,0.0349340248517444,137.1,0
